# Positron Data Export
# Export Date: 2026-02-02 16:37:34
#
# Scope Model: 3406D
# Serial Number: JZ254/0097
# Sample Rate: 250.00 MS/s
# Voltage Range: 100 mV (all channels)
# Capture Window: 2.996 µs (Pre: 0.996 µs, Post: 2.000 µs)
#
# Trigger Configuration:
#   Condition 1: A
#   Condition 2: B
#   Condition 3: C
#   Condition 4: D
#   Auto-trigger: OFF
#
# Calibration Status:
#   Channel A: Calibrated
#     Gain: 3.583508e-02 keV/(mV·ns)
#     Offset: -14.722541 keV
#     Date: 2026-02-02 10:30
#   Channel B: Calibrated
#     Gain: 3.755677e-02 keV/(mV·ns)
#     Offset: -19.619001 keV
#     Date: 2026-02-02 10:30
#   Channel C: Calibrated
#     Gain: 3.620966e-02 keV/(mV·ns)
#     Offset: -34.953938 keV
#     Date: 2026-02-02 10:29
#   Channel D: Calibrated
#     Gain: 3.946591e-02 keV/(mV·ns)
#     Offset: -21.964536 keV
#     Date: 2026-02-02 10:28
#
# Acquisition Statistics:
#   Total Events: 1,170
#   Elapsed Time: 00:00:09
#   Average Rate: 126.1 events/s
#
A_has_pulse,A_timing_ns,A_energy_kev,B_has_pulse,B_timing_ns,B_energy_kev,C_has_pulse,C_timing_ns,C_energy_kev,D_has_pulse,D_timing_ns,D_energy_kev
FALSE,0.000000,-17.006640,FALSE,0.000000,-2283.735196,FALSE,0.000000,-38.084937,FALSE,0.000000,-24.174129
FALSE,0.000000,-14.721627,TRUE,16.000000,121.905939,FALSE,0.000000,-35.193045,FALSE,0.000000,-22.416077
FALSE,0.000000,-14.151059,TRUE,1.460896,497.858619,TRUE,5.644945,502.097101,FALSE,0.000000,-22.917232
FALSE,0.000000,-14.151059,FALSE,0.000000,-19.614739,FALSE,0.000000,-35.199507,TRUE,2.668502,267.840699
FALSE,0.000000,-14.492304,TRUE,0.399969,197.617442,FALSE,0.000000,-31.738468,FALSE,0.000000,-24.289896
TRUE,5.866407,511.593709,FALSE,0.000000,-20.087407,FALSE,0.000000,-33.234497,FALSE,0.000000,-18.545656
FALSE,0.000000,-14.151059,FALSE,0.000000,-20.562463,FALSE,0.000000,-34.276317,TRUE,36.355401,146.827022
FALSE,0.000000,-14.606966,FALSE,0.000000,-19.853679,FALSE,0.000000,-35.197661,TRUE,5.553030,476.752824
FALSE,0.000000,-15.061958,FALSE,0.000000,-19.967217,TRUE,4.949702,1225.370957,FALSE,0.000000,-24.916841
TRUE,0.011991,163.494970,FALSE,0.000000,-20.445124,FALSE,0.000000,-34.157687,FALSE,0.000000,-19.290373
FALSE,0.000000,-15.175706,TRUE,1.817317,192.866030,FALSE,0.000000,-33.703478,FALSE,0.000000,-21.040406
FALSE,0.000000,-13.807988,FALSE,0.000000,-19.611888,TRUE,3.391212,462.547132,FALSE,0.000000,-20.290678
FALSE,0.000000,-14.607879,FALSE,0.000000,-18.899766,TRUE,3.360895,246.203500,FALSE,0.000000,-22.053742
FALSE,0.000000,-14.264807,FALSE,0.000000,-19.971968,TRUE,1.164082,184.171811,FALSE,0.000000,-22.790440
FALSE,0.000000,-14.492304,FALSE,0.000000,-19.259384,TRUE,2.013348,292.911805,FALSE,0.000000,-24.427714
FALSE,0.000000,-15.404116,FALSE,0.000000,-18.903566,TRUE,1.638374,158.454678,FALSE,0.000000,-25.934186
TRUE,61.054275,48.154147,FALSE,0.000000,-20.089307,FALSE,0.000000,-36.355341,FALSE,0.000000,-22.680687
FALSE,0.000000,-14.948210,FALSE,0.000000,-19.853679,FALSE,0.000000,-34.851926,TRUE,4.954804,138.922443
FALSE,0.000000,-14.493217,FALSE,0.000000,-20.799041,FALSE,0.000000,-34.620205,TRUE,1.558376,492.388890
FALSE,0.000000,-14.150146,FALSE,0.000000,-18.309271,FALSE,0.000000,-33.929659,TRUE,2.030872,476.866413
FALSE,0.000000,-13.692412,FALSE,0.000000,-20.326813,TRUE,3.524019,171.255385,FALSE,0.000000,-24.411677
FALSE,0.000000,-13.921736,TRUE,1.997979,124.162314,TRUE,2.022648,198.113127,FALSE,0.000000,-21.681384
FALSE,0.000000,-14.378556,FALSE,0.000000,-19.258433,TRUE,4.185929,712.907393,FALSE,0.000000,-23.052043
FALSE,0.000000,-14.605138,FALSE,0.000000,-19.374822,FALSE,0.000000,-32.782134,TRUE,1.881509,980.454836
FALSE,0.000000,-15.291282,FALSE,0.000000,-19.019955,TRUE,3.530876,447.549369,FALSE,0.000000,-24.675284
FALSE,0.000000,-13.579578,FALSE,0.000000,-19.021855,FALSE,0.000000,-34.846387,TRUE,28.000000,162.841596
FALSE,0.000000,-14.606052,TRUE,1.633994,506.749777,TRUE,3.344700,517.552286,FALSE,0.000000,-22.541867
FALSE,0.000000,-14.835376,TRUE,72.000000,164.982218,FALSE,0.000000,-32.200986,FALSE,0.000000,-22.419084
TRUE,4.428302,727.926336,FALSE,0.000000,-19.495962,FALSE,0.000000,-34.962247,FALSE,0.000000,-21.548578
FALSE,0.000000,-14.493217,TRUE,2.280133,166.995036,FALSE,0.000000,-34.501575,FALSE,0.000000,-24.168116
FALSE,0.000000,-14.493217,FALSE,0.000000,-18.069842,TRUE,2.761373,284.379413,FALSE,0.000000,-18.792224
TRUE,5.332215,506.122804,FALSE,0.000000,-20.202845,FALSE,0.000000,-33.580232,FALSE,0.000000,-24.794058
FALSE,0.000000,-14.149232,FALSE,0.000000,-19.258433,TRUE,5.029934,158.908049,TRUE,1.230371,130.304134
FALSE,0.000000,-14.494131,FALSE,0.000000,-19.019005,FALSE,0.000000,-33.348511,TRUE,0.671897,165.953785
FALSE,0.000000,-14.834462,TRUE,0.104072,494.419454,TRUE,3.154933,488.145747,FALSE,0.000000,-23.294602
FALSE,0.000000,-14.037311,TRUE,2.973892,179.821112,FALSE,0.000000,-34.504345,FALSE,0.000000,-22.555899
TRUE,3.001426,524.929034,FALSE,0.000000,-20.206646,FALSE,0.000000,-35.662025,FALSE,0.000000,-22.423093
FALSE,0.000000,-14.605138,FALSE,0.000000,-19.492161,FALSE,0.000000,-35.888207,TRUE,2.362791,541.956843
FALSE,0.000000,-15.403203,TRUE,2.768121,1245.067330,FALSE,0.000000,-36.701075,FALSE,0.000000,-20.287671
FALSE,0.000000,-14.720714,FALSE,0.000000,-20.678852,FALSE,0.000000,-33.586694,TRUE,3.421957,280.479712
FALSE,0.000000,-14.606052,FALSE,0.000000,-20.443224,TRUE,3.689352,216.454031,FALSE,0.000000,-23.681995
TRUE,7.817108,521.622096,FALSE,0.000000,-19.733490,TRUE,209.035865,244.716842,TRUE,12.000000,230.054294
TRUE,0.021302,153.470619,FALSE,0.000000,-20.205696,FALSE,0.000000,-35.200430,FALSE,0.000000,-20.428496
TRUE,48.000000,149.708514,FALSE,0.000000,-20.202845,FALSE,0.000000,-34.627591,FALSE,0.000000,-24.797065
FALSE,0.000000,-14.834462,FALSE,0.000000,-19.970068,TRUE,5.388627,226.023074,FALSE,0.000000,-18.805254
FALSE,0.000000,-14.948210,TRUE,32.000000,434.007362,FALSE,0.000000,-32.778441,FALSE,0.000000,-22.180534
TRUE,3.078605,1018.697752,FALSE,0.000000,-19.377673,FALSE,0.000000,-34.280010,FALSE,0.000000,-21.047422
FALSE,0.000000,-15.291282,TRUE,2.459951,311.187937,FALSE,0.000000,-36.355341,FALSE,0.000000,-22.301313
FALSE,0.000000,-14.606966,FALSE,0.000000,-19.971018,FALSE,0.000000,-35.198584,TRUE,2.041665,1312.819348
TRUE,4.499680,506.004584,FALSE,0.000000,-19.732540,FALSE,0.000000,-36.815089,FALSE,0.000000,-25.305236
FALSE,0.000000,-14.148318,FALSE,0.000000,-19.850829,FALSE,0.000000,-36.463816,TRUE,12.000000,515.671666
FALSE,0.000000,-14.834462,FALSE,0.000000,-18.785277,FALSE,0.000000,-34.506191,TRUE,3.226112,348.957904
TRUE,40.000000,111.865961,TRUE,10.128483,42.150506,FALSE,0.000000,-33.929659,FALSE,0.000000,-26.192782
FALSE,0.000000,-14.605138,FALSE,0.000000,-18.783377,FALSE,0.000000,-36.578753,TRUE,5.338636,235.050686
FALSE,0.000000,-14.718886,FALSE,0.000000,-18.783865,TRUE,0.000000,19.838469,FALSE,0.000000,-19.428190
TRUE,8.542821,537.238250,FALSE,0.000000,-21.272197,FALSE,0.000000,-34.732373,TRUE,1.702896,516.301246
FALSE,0.000000,-14.721627,FALSE,0.000000,-17.123530,TRUE,68.000000,107.369407,FALSE,0.000000,-23.669967
FALSE,0.000000,-14.831721,TRUE,4.855332,664.959940,FALSE,0.000000,-36.123620,FALSE,0.000000,-24.427714
FALSE,0.000000,-15.062872,FALSE,0.000000,-17.598586,FALSE,0.000000,-23.464968,TRUE,2.398173,495.266567
FALSE,0.000000,-14.376728,TRUE,1.332975,217.666974,FALSE,0.000000,-34.621128,FALSE,0.000000,-22.430110
FALSE,0.000000,-14.948210,TRUE,9.404584,185.146997,FALSE,0.000000,-32.201909,FALSE,0.000000,-23.181842
TRUE,6.749481,492.898483,FALSE,0.000000,-19.376722,FALSE,0.000000,-33.353127,TRUE,20.000000,503.279634
FALSE,0.000000,-14.493217,TRUE,3.329782,258.380227,FALSE,0.000000,-35.654640,TRUE,8.196152,98.880272
FALSE,0.000000,-14.949124,FALSE,0.000000,-19.496912,FALSE,0.000000,-34.504345,TRUE,1.336787,289.644835
FALSE,0.000000,-15.062872,FALSE,0.000000,-19.614251,FALSE,0.000000,-34.622052,TRUE,0.563415,478.611757
TRUE,5.749544,501.444140,FALSE,0.000000,-20.800941,FALSE,0.000000,-36.697383,FALSE,0.000000,-21.539557
TRUE,24.000000,82.352588,FALSE,0.000000,-19.492161,FALSE,0.000000,-34.618359,FALSE,0.000000,-22.660641
FALSE,0.000000,-14.377642,FALSE,0.000000,-20.207596,FALSE,0.000000,-35.081800,TRUE,3.265298,324.411831
TRUE,60.000000,111.864971,FALSE,0.000000,-20.207596,FALSE,0.000000,-33.125099,FALSE,0.000000,-20.534240
FALSE,0.000000,-14.948210,TRUE,0.609017,485.160934,TRUE,6.012913,542.797480,FALSE,0.000000,-19.797542
FALSE,0.000000,-14.034570,FALSE,0.000000,-20.205696,TRUE,5.757349,507.515569,TRUE,5.761108,203.643030
FALSE,0.000000,-14.493217,FALSE,0.000000,-18.785277,FALSE,0.000000,-33.465295,TRUE,0.551851,220.796258
FALSE,0.000000,-14.833548,FALSE,0.000000,-19.141094,FALSE,0.000000,-34.851926,TRUE,2.671578,218.662657
FALSE,0.000000,-14.948210,TRUE,50.289295,151.562256,FALSE,0.000000,-35.193045,FALSE,0.000000,-19.408144
FALSE,0.000000,-14.264807,FALSE,0.000000,-19.732540,FALSE,0.000000,-35.203200,TRUE,56.000000,530.062437
FALSE,0.000000,-14.606052,TRUE,2.147431,1278.262678,FALSE,0.000000,-35.885437,FALSE,0.000000,-21.423790
FALSE,0.000000,-15.062872,FALSE,0.000000,-19.615201,FALSE,0.000000,-33.813799,TRUE,7.326487,180.486085
FALSE,0.000000,-14.720714,FALSE,0.000000,-19.849879,TRUE,2.771391,282.981569,FALSE,0.000000,-24.191169
FALSE,0.000000,-15.064699,TRUE,0.689758,489.904077,TRUE,3.754382,498.754190,FALSE,0.000000,-22.428105
TRUE,0.004024,235.301519,FALSE,0.000000,-20.088357,FALSE,0.000000,-34.730526,FALSE,0.000000,-17.044195
TRUE,16.000000,82.694608,FALSE,0.000000,-20.443224,FALSE,0.000000,-38.191566,FALSE,0.000000,-19.662731
FALSE,0.000000,-14.263894,TRUE,2.951228,1289.117291,FALSE,0.000000,-34.958554,FALSE,0.000000,-21.414769
FALSE,0.000000,-14.721627,FALSE,0.000000,-20.446562,FALSE,0.000000,-33.931506,TRUE,60.000000,355.084005
TRUE,0.000000,53.393517,FALSE,0.000000,-19.733490,FALSE,0.000000,-34.616512,FALSE,0.000000,-22.173518
FALSE,0.000000,-14.379469,FALSE,0.000000,-19.378623,FALSE,0.000000,-33.696092,TRUE,1.262154,229.681294
FALSE,0.000000,-14.833548,TRUE,87.999937,129.024115,FALSE,0.000000,-35.886360,FALSE,0.000000,-22.916230
TRUE,7.334194,264.485080,FALSE,0.000000,-18.902616,FALSE,0.000000,-33.349434,FALSE,0.000000,-23.918540
TRUE,2.342010,277.249360,FALSE,0.000000,-19.494989,FALSE,0.000000,-33.581155,FALSE,0.000000,-22.294296
FALSE,0.000000,-15.859109,TRUE,12.000000,484.922829,FALSE,0.000000,-36.235788,FALSE,0.000000,-20.165891
FALSE,0.000000,-15.288541,TRUE,24.000000,505.697771,FALSE,0.000000,-35.652793,FALSE,0.000000,-25.291204
TRUE,7.124240,724.396250,FALSE,0.000000,-18.901666,FALSE,0.000000,-35.650024,FALSE,0.000000,-18.915007
FALSE,0.000000,-14.835376,TRUE,0.000000,-17.165133,FALSE,0.000000,-36.118081,FALSE,0.000000,-24.174129
TRUE,1.115382,278.270924,FALSE,0.000000,-20.326835,FALSE,0.000000,-33.584848,FALSE,0.000000,-25.547796
FALSE,0.000000,-14.378556,FALSE,0.000000,-20.680752,FALSE,0.000000,-35.191198,TRUE,5.036022,288.381741
FALSE,0.000000,-15.517864,TRUE,15.008071,29.933339,FALSE,0.000000,-33.465295,FALSE,0.000000,-20.658025
FALSE,0.000000,-14.378556,FALSE,0.000000,-19.259872,TRUE,20.000000,100.333772,FALSE,0.000000,-25.803385
FALSE,0.000000,-14.834462,FALSE,0.000000,-20.206646,FALSE,0.000000,-33.583001,TRUE,0.153895,173.349554
TRUE,4.999657,506.121009,FALSE,0.000000,-18.780527,FALSE,0.000000,-33.699785,FALSE,0.000000,-20.911609
FALSE,0.000000,-15.178447,TRUE,0.856478,161.776356,FALSE,0.000000,-33.937045,FALSE,0.000000,-22.418082
FALSE,0.000000,-14.607879,FALSE,0.000000,-21.628015,TRUE,5.290613,417.914079,FALSE,0.000000,-23.669967
TRUE,9.570580,493.011759,FALSE,0.000000,-20.799991,FALSE,0.000000,-36.010529,TRUE,0.989529,501.274407
FALSE,0.000000,-14.949124,FALSE,0.000000,-18.903566,TRUE,1.029317,152.795198,FALSE,0.000000,-23.917538
TRUE,12.000000,123.269159,FALSE,0.000000,-19.259361,FALSE,0.000000,-34.616512,FALSE,0.000000,-23.671972
TRUE,7.732299,515.467351,FALSE,0.000000,-18.902616,FALSE,0.000000,-33.926890,TRUE,1.021471,663.251091
TRUE,1.713817,158.487231,FALSE,0.000000,-20.203796,FALSE,0.000000,-35.775116,FALSE,0.000000,-18.546658
FALSE,0.000000,-15.178447,TRUE,2.380402,309.885782,FALSE,0.000000,-37.043117,FALSE,0.000000,-24.054353
FALSE,0.000000,-14.833548,TRUE,4.113960,609.183993,FALSE,0.000000,-34.387561,FALSE,0.000000,-19.169594
TRUE,3.664644,230.974406,FALSE,0.000000,-18.545849,FALSE,0.000000,-36.463816,FALSE,0.000000,-25.167419
FALSE,0.000000,-14.950037,FALSE,0.000000,-18.666038,TRUE,0.044080,171.019836,FALSE,0.000000,-20.293685
FALSE,0.000000,-15.063785,FALSE,0.000000,-18.426610,TRUE,0.740609,334.758659,FALSE,0.000000,-23.297609
FALSE,0.000000,-15.063785,FALSE,0.000000,-20.440374,TRUE,6.019979,193.731770,FALSE,0.000000,-23.663953
FALSE,0.000000,-14.035484,TRUE,12.000000,187.402455,FALSE,0.000000,-32.664427,FALSE,0.000000,-23.182845
FALSE,0.000000,-14.721627,FALSE,0.000000,-19.613301,TRUE,7.652244,597.916910,FALSE,0.000000,-21.557598
FALSE,0.000000,-14.493217,TRUE,2.822130,505.224976,FALSE,0.000000,-38.309272,FALSE,0.000000,-23.545180
FALSE,0.000000,-14.606966,FALSE,0.000000,-18.544899,FALSE,0.000000,-35.659256,TRUE,0.000000,-29.366607
FALSE,0.000000,-15.177534,FALSE,0.000000,-19.495011,TRUE,0.000000,-21.746284,FALSE,0.000000,-20.166893
FALSE,0.000000,-14.833548,TRUE,32.004029,141.835730,FALSE,0.000000,-33.585771,FALSE,0.000000,-21.536550
FALSE,0.000000,-14.949124,FALSE,0.000000,-18.429460,TRUE,3.815121,389.770297,FALSE,0.000000,-17.422567
FALSE,0.000000,-15.178447,TRUE,44.000000,235.938763,FALSE,0.000000,-34.392177,FALSE,0.000000,-18.300090
TRUE,4.500806,438.532094,FALSE,0.000000,-19.855579,FALSE,0.000000,-35.774193,FALSE,0.000000,-25.676592
FALSE,0.000000,-14.492304,FALSE,0.000000,-18.547749,TRUE,2.511510,416.527081,FALSE,0.000000,-22.671666
TRUE,2.888701,228.124025,FALSE,0.000000,-18.427560,FALSE,0.000000,-32.784904,FALSE,0.000000,-21.666349
FALSE,0.000000,-14.835376,FALSE,0.000000,-19.019955,FALSE,0.000000,-33.354050,TRUE,3.104803,818.221881
TRUE,1.005974,109.135047,FALSE,0.000000,-20.679802,FALSE,0.000000,-35.310751,FALSE,0.000000,-21.531538
FALSE,0.000000,-15.062872,TRUE,8.328212,108.380465,FALSE,0.000000,-34.963170,FALSE,0.000000,-22.794449
TRUE,5.013835,146.179000,FALSE,0.000000,-19.379573,FALSE,0.000000,-35.309828,FALSE,0.000000,-24.916841
TRUE,6.750121,527.772809,FALSE,0.000000,-19.733490,FALSE,0.000000,-38.653161,TRUE,5.479523,248.181937
FALSE,0.000000,-15.177534,FALSE,0.000000,-19.848928,FALSE,0.000000,-36.238557,TRUE,2.292678,511.415654
FALSE,0.000000,-15.290368,FALSE,0.000000,-20.916380,FALSE,0.000000,-33.240036,TRUE,1.743123,479.756405
TRUE,5.089963,294.923355,FALSE,0.000000,-20.444174,FALSE,0.000000,-33.811952,TRUE,0.359899,486.638735
FALSE,0.000000,-14.948210,FALSE,0.000000,-19.375772,TRUE,4.430743,181.521100,FALSE,0.000000,-25.287195
TRUE,32.000000,62.741171,FALSE,0.000000,-19.611400,FALSE,0.000000,-32.774749,FALSE,0.000000,-23.418387
FALSE,0.000000,-14.606966,FALSE,0.000000,-18.428510,FALSE,0.000000,-33.582078,TRUE,6.120051,219.908983
TRUE,4.000000,57.612167,FALSE,0.000000,-18.545849,FALSE,0.000000,-34.621128,FALSE,0.000000,-22.666655
FALSE,0.000000,-14.150146,FALSE,0.000000,-19.734440,FALSE,0.000000,-34.390331,TRUE,1.358927,887.198067
TRUE,3.248483,248.191379,FALSE,0.000000,-18.312121,FALSE,0.000000,-36.578753,FALSE,0.000000,-14.176695
FALSE,0.000000,-14.607879,FALSE,0.000000,-19.496889,TRUE,2.450075,575.199757,FALSE,0.000000,-23.544177
FALSE,0.000000,-14.493217,TRUE,1.841751,569.427762,FALSE,0.000000,-31.974804,FALSE,0.000000,-22.926253
FALSE,0.000000,-14.151059,TRUE,3.090236,450.151188,FALSE,0.000000,-34.162303,FALSE,0.000000,-23.427408
TRUE,2.591230,497.456961,FALSE,0.000000,-19.612350,FALSE,0.000000,-34.397716,FALSE,0.000000,-24.784552
TRUE,6.001105,146.976186,FALSE,0.000000,-19.018055,FALSE,0.000000,-33.472680,TRUE,1.876244,514.424630
TRUE,5.777380,483.210460,FALSE,0.000000,-18.900716,FALSE,0.000000,-34.735142,TRUE,0.103433,712.569231
FALSE,0.000000,-14.264807,TRUE,1.690875,207.464139,FALSE,0.000000,-34.276317,FALSE,0.000000,-22.041714
FALSE,0.000000,-14.493217,FALSE,0.000000,-19.255583,FALSE,0.000000,-33.005546,TRUE,2.604797,335.686903
TRUE,52.000000,65.365961,FALSE,0.000000,-18.429460,FALSE,0.000000,-34.389408,FALSE,0.000000,-21.051432
TRUE,4.204401,486.053524,FALSE,0.000000,-19.618029,FALSE,0.000000,-33.583925,FALSE,0.000000,-20.297694
FALSE,0.000000,-14.264807,TRUE,2.000013,232.146724,TRUE,5.016501,496.789334,FALSE,0.000000,-22.921242
TRUE,3.077063,850.573299,FALSE,0.000000,-18.900716,FALSE,0.000000,-35.316290,FALSE,0.000000,-19.796539
FALSE,0.000000,-15.061958,FALSE,0.000000,-19.021855,FALSE,0.000000,-34.853772,TRUE,9.361025,127.537664
FALSE,0.000000,-14.378556,TRUE,4.661619,113.716923,FALSE,0.000000,-33.589464,FALSE,0.000000,-23.304625
TRUE,20.000000,123.153500,FALSE,0.000000,-20.447024,FALSE,0.000000,-34.853772,FALSE,0.000000,-22.681689
FALSE,0.000000,-13.921736,FALSE,0.000000,-18.545849,TRUE,4.259132,640.247310,FALSE,0.000000,-21.436820
FALSE,0.000000,-14.834462,FALSE,0.000000,-19.377673,FALSE,0.000000,-33.361436,TRUE,12.809828,164.203163
FALSE,0.000000,-14.832635,TRUE,1.555346,328.748690,TRUE,3.869629,528.273933,FALSE,0.000000,-29.068912
FALSE,0.000000,-14.948210,FALSE,0.000000,-18.662238,TRUE,24.000000,137.225731,FALSE,0.000000,-20.788826
FALSE,0.000000,-14.264807,FALSE,0.000000,-19.972918,FALSE,0.000000,-32.429937,TRUE,0.371922,109.021729
FALSE,0.000000,-14.949124,TRUE,0.446433,155.009735,FALSE,0.000000,-35.318137,FALSE,0.000000,-21.422788
TRUE,3.500299,390.197539,FALSE,0.000000,-19.019005,FALSE,0.000000,-35.311675,TRUE,1.709589,194.866644
FALSE,0.000000,-14.721627,TRUE,1.996362,212.687391,FALSE,0.000000,-37.274838,FALSE,0.000000,-22.042717
FALSE,0.000000,-15.404116,FALSE,0.000000,-21.634665,FALSE,0.000000,-36.460123,TRUE,0.575698,470.865334
TRUE,7.200155,768.511951,FALSE,0.000000,-18.427560,FALSE,0.000000,-34.386638,FALSE,0.000000,-25.040627
FALSE,0.000000,-15.063785,FALSE,0.000000,-19.971018,FALSE,0.000000,-36.120850,TRUE,3.025842,562.243125
FALSE,0.000000,-14.834462,TRUE,1.277447,1002.844222,FALSE,0.000000,-36.116235,FALSE,0.000000,-23.170817
FALSE,0.000000,-14.834462,TRUE,2.141793,288.755017,FALSE,0.000000,-33.704401,FALSE,0.000000,-23.433422
FALSE,0.000000,-15.405030,TRUE,4.414787,109.202568,FALSE,0.000000,-35.884514,FALSE,0.000000,-21.039404
FALSE,0.000000,-15.176620,TRUE,1.998575,326.377450,FALSE,0.000000,-33.354050,TRUE,3.527382,118.160124
FALSE,0.000000,-14.265721,FALSE,0.000000,-19.376722,TRUE,20.000000,80.724028,FALSE,0.000000,-21.033390
TRUE,5.599015,318.166743,FALSE,0.000000,-18.900716,FALSE,0.000000,-36.242250,FALSE,0.000000,-20.036091
FALSE,0.000000,-14.606966,TRUE,76.000000,220.638036,FALSE,0.000000,-34.166919,FALSE,0.000000,-19.173603
FALSE,0.000000,-14.493217,FALSE,0.000000,-19.615201,TRUE,3.691170,533.581250,FALSE,0.000000,-25.047643
FALSE,0.000000,-15.063785,TRUE,1.815190,166.403568,FALSE,0.000000,-30.823587,FALSE,0.000000,-25.810401
FALSE,0.000000,-14.263894,FALSE,0.000000,-19.021855,FALSE,0.000000,-34.624821,TRUE,1.386657,93.497461
FALSE,0.000000,-14.607879,FALSE,0.000000,-20.090257,TRUE,12.000000,148.302446,FALSE,0.000000,-24.561522
TRUE,2.667531,214.445589,FALSE,0.000000,-20.209496,FALSE,0.000000,-33.010162,FALSE,0.000000,-24.410675
FALSE,0.000000,-14.036398,FALSE,0.000000,-20.445124,FALSE,0.000000,-34.275394,TRUE,1.759116,1237.245612
FALSE,0.000000,-14.721627,FALSE,0.000000,-19.614251,FALSE,0.000000,-35.429381,TRUE,4.000000,158.083487
FALSE,0.000000,-14.722541,FALSE,0.000000,-20.560563,TRUE,1.180093,181.627150,FALSE,0.000000,-22.291290
FALSE,0.000000,-14.494131,FALSE,0.000000,-19.972918,FALSE,0.000000,-32.779364,TRUE,48.000000,117.017036
FALSE,0.000000,-14.151059,TRUE,2.090575,1351.686385,TRUE,8.033359,491.939862,FALSE,0.000000,-20.537247
FALSE,0.000000,-14.493217,FALSE,0.000000,-19.378161,TRUE,0.785098,397.489126,FALSE,0.000000,-19.908297
FALSE,0.000000,-1.742875,FALSE,0.000000,-20.327785,FALSE,0.000000,-34.273547,TRUE,32.000000,487.879564
FALSE,0.000000,-14.606966,FALSE,0.000000,-20.089285,TRUE,4.405566,526.542625,FALSE,0.000000,-22.035700
TRUE,3.876731,578.265454,FALSE,0.000000,-19.616151,FALSE,0.000000,-34.507114,FALSE,0.000000,-26.170731
FALSE,0.000000,-15.177534,FALSE,0.000000,-19.613301,TRUE,4.083888,255.313835,FALSE,0.000000,-24.810095
FALSE,0.000000,-14.150146,TRUE,2.724620,290.174999,FALSE,0.000000,-34.852849,FALSE,0.000000,-26.051958
FALSE,0.000000,-14.607879,FALSE,0.000000,-19.257483,FALSE,0.000000,-36.235788,TRUE,0.782362,352.964612
FALSE,0.000000,-15.290368,FALSE,0.000000,-20.564363,FALSE,0.000000,-37.386082,TRUE,2.271705,418.044951
FALSE,0.000000,-14.950037,FALSE,0.000000,-19.971018,TRUE,8.000000,36.399040,FALSE,0.000000,-24.426712
FALSE,0.000000,-14.265721,TRUE,1.425946,483.740321,FALSE,0.000000,-5.269517,FALSE,0.000000,-19.788521
TRUE,1.348435,160.644752,FALSE,0.000000,-19.495962,FALSE,0.000000,-36.231172,FALSE,0.000000,-24.399649
FALSE,0.000000,-14.378556,TRUE,0.000000,22.695143,FALSE,0.000000,-35.193045,FALSE,0.000000,-20.412459
FALSE,0.000000,-14.835376,FALSE,0.000000,-20.208546,TRUE,4.042738,148.087406,FALSE,0.000000,-18.041494
FALSE,0.000000,-14.948210,FALSE,0.000000,-19.138244,FALSE,0.000000,-33.358666,TRUE,2.054714,352.448735
FALSE,0.000000,19.334449,FALSE,0.000000,-18.786227,TRUE,8.053938,112.433406,TRUE,36.000000,85.487594
FALSE,0.000000,-14.721627,TRUE,13.667111,28.711047,FALSE,0.000000,-38.312042,FALSE,0.000000,-18.671963
FALSE,0.000000,-15.063785,FALSE,0.000000,-19.733490,TRUE,4.635983,801.460791,FALSE,0.000000,-17.023147
TRUE,4.002681,170.224862,FALSE,0.000000,-19.497862,FALSE,0.000000,-34.851926,FALSE,0.000000,-20.529228
FALSE,0.000000,-14.493217,TRUE,0.338877,231.552417,TRUE,2.901763,315.737962,FALSE,0.000000,-15.784291
TRUE,0.064133,166.231539,FALSE,0.000000,-20.208546,FALSE,0.000000,-34.851926,FALSE,0.000000,-23.283577
FALSE,0.000000,-14.606052,FALSE,0.000000,-19.142045,FALSE,0.000000,-34.268931,TRUE,48.000000,529.822875
FALSE,0.000000,-15.061958,TRUE,5.162772,210.079975,FALSE,0.000000,-33.468064,FALSE,0.000000,-23.912526
FALSE,0.000000,-15.176620,FALSE,0.000000,-20.323985,FALSE,0.000000,-33.931506,TRUE,32.000000,77.727179
FALSE,0.000000,-14.262980,TRUE,44.000000,889.851742,FALSE,0.000000,-33.008316,FALSE,0.000000,-17.523300
FALSE,0.000000,-15.518778,FALSE,0.000000,-19.971506,FALSE,0.000000,-35.770500,TRUE,44.000000,572.750484
FALSE,0.000000,-15.062872,FALSE,0.000000,-18.665088,FALSE,0.000000,-34.962247,TRUE,8.767154,200.250772
FALSE,0.000000,-14.946383,FALSE,0.000000,-18.904516,TRUE,3.290166,931.899076,FALSE,0.000000,-18.917012
FALSE,0.000000,-15.176620,TRUE,3.627917,505.934275,FALSE,0.000000,-34.969633,FALSE,0.000000,-26.039930
TRUE,6.500967,296.171875,FALSE,0.000000,-20.917330,FALSE,0.000000,-36.231172,TRUE,40.000000,496.022613
FALSE,0.000000,-14.607879,TRUE,1.885645,972.935061,FALSE,0.000000,-35.545242,FALSE,0.000000,-26.666875
FALSE,0.000000,-14.721627,TRUE,60.000000,295.284331,TRUE,4.215409,495.398815,FALSE,0.000000,-23.413376
FALSE,0.000000,-14.151973,FALSE,0.000000,-19.494061,TRUE,36.000000,225.098952,FALSE,0.000000,-19.789523
TRUE,5.331545,525.046917,FALSE,0.000000,-19.258433,FALSE,0.000000,-33.584848,FALSE,0.000000,-32.173568
